,id,title,episode,title_song_merged,artist_name_artists_merged,year_year_merged
314,35017,braindead,back to work: a behind-the-scenes look at congress and how it gets things done (and often doesnt) (#1.5),jump (for my love),the pointer sisters,2016.0
315,23319,baseball,something like a war (#1.2),guitar rag,sylvester weaver+arrangement with sony music licensing,1994.0
316,676242,the nutcracker prince,,the nutcracker,pyotr ilyich tchaikovsky,1990.0
317,558858,nochnoy dozor,,fearless,sam endicott+the bravery,2004.0
318,47564,cold case,lovers lane (#1.23),maniac,michael sembello,2003.0
319,537818,melinda and melinda,,dont get around much anymore,duke ellington+dick hyman,2004.0
320,25689,being erica,baby mama (#4.3),daydream believer,john stewart+the monkees,2009.0
321,103165,greys anatomy,new history (#6.9),in spite of me,greg laswell,2005.0
322,315888,waterloo road,happy ever after (#9.10),dog shelter,burial,2006.0
323,557919,no country for old men,,las mañanitas,lola beltrán+arrangement with warner music group film+tv licensing,2007.0
324,566786,ooops! noah is gone...,,fight the power,public enemy,2015.0
325,567750,orvokki,,seison torilla 'le deserteur,boris vian+kaisa korhonen,1966.0
326,387386,celtic woman,,one world,celtic woman+chloë agnew+Órla fallon+lisa kelly  ),2005.0
327,182371,please like me,natural spring water (#3.4),love is strange,mickey baker+bo diddley+sylvia robinson+mickey+sylvia,2013.0
328,533839,marilyn manson: inner sanctum,,white trash,marilyn manson+the spooky kids,2009.0
329,509195,la señal,,what is this thing called love?,cole porter+frank sinatra,2007.0
330,353795,ascenseur pour léchafaud,,Évasion de julien,miles davis+barney wilen+emilhenco  (as rené urtreger+piano)+pierre michelot+kenny clarke,1958.0
331,553199,national lampoons vacation,,im so excited,anita pointer+june pointer+ruth pointer+trevor lawrence+the pointer sisters,1983.0
332,385157,carnages,,fiesta de jerez,carmen amaya,2002.0
333,138816,likely stories  vol. 3,,as time goes by,herman hupfeld+dooley wilson,1983.0
334,551107,mystery train,,mystery train,junior parker,1989.0
335,493833,jonny lang live at montreux 1999,,lie to me,bruce mccabe+david zablidowsky+jonny lang,1999.0
336,17878,atop the fourth wall,spider-man and the fantastic four in... brain drain! (#4.8),imperial march,john williams,2008.0
337,211220,shindig!,(#2.2),shake and fingerpop,junior walker+lawrence horn+willie woods+jackie deshannon+bobby sherman+delaney bramlett+joey cooper,1964.0
338,230891,série noire,grandeur et décadence dun petit commerce de cinéma (#1.21),mercedes benz,janis joplin+michael mcclure+bob neuwirth,1984.0
339,543704,mona lisa,,mona lisa,jay livingston+ray evans+nat king cole,1986.0
340,699494,tony hawks proving ground,,memories of the grove,maylene+the sons of disaster,2007.0
341,508629,la nouvelle génération chante goldman,,nos mains,jean-jacques goldman,2013.0
342,722662,while were young,,the inch worm,frank loesser+danny kaye,2014.0
343,162263,my mad fat diary,its a wonderful rae: part 2 (#1.6),its raining men,paul jabara+paul shaffer+the weather girls,2013.0
344,66677,deixa-me amar,(#1.25),À espera de godot,delfins,2007.0
345,301265,top of the pops,(1980-10-02),dont stand so close to me,the police,1964.0
346,413832,dickie roberts: former child star,,nights are forever without you,parker mcgee+dan seals+john ford coley+arrangement with warner strategic marketing,2003.0
347,472597,hollywood singing and dancing: a musical treasure,,if i loved you,richard rodgers+shirley jones+gordon macrae,2008.0
348,24900,beavis and butt-head,be all you can be (#2.10),cum on feel the noize,noddy holder+jim lea+quiet riot,1993.0
349,550080,my kid could paint that,,and they all look broken hearted,kieran miles+david hebden+four tet,2007.0
350,459260,grind,,true,gary kemp+spandau ballet,2003.0
351,426272,el calentito,,mi chica se ha ido a katmandu,arturo pérez+los nikis,2005.0
352,4560,90210,a trip to the moon (#2.9),girls just want to have fun,robert hazard+cyndi lauper,2008.0
353,304544,totes aquelles cançons,1976-1979: es fa llarg esperar (#1.12),la gavina,frederic sirés.+marina rossell,2004.0
354,284963,the wire,corner boys (#4.8),body of an american,the pogues,2002.0
355,217635,so you think you can dance,top 6 perform (#2.20),reet petite,berry gordy+billy davis+jackie wilson,2005.0
356,663728,the guess who: running back thru canada,,undun,randy bachman+the guess who,2004.0
357,606716,scooby-doo 2: monsters unleashed,,nu flow,m. mugisha+temi tayo aisida+john paul horsley+big brovaz,2004.0
358,550753,my soul to take,,i want you to keep everything,jesse elliott+these united states,2010.0
359,51389,crash,panic (#1.3),coleen,the heavy,2008.0
360,336837,a warriors heart,,250 miles,parker griggs+radio moscow,2011.0
361,80705,el hormiguero,(#3.3),conga,miami sound machine,2006.0
362,659266,the fast and the furious,,area codes,ludacris+nate dogg,2001.0
363,16101,armistead maupins more tales of the city,(#1.1),so into you,buddy buie+dean daughtry+robert nix+the atlanta rhythm section,1998.0
364,301954,top of the pops,(1984-12-25),relax,holly johnson+peter gill+mark otoole+frankie goes to hollywood,1964.0
365,592303,rendez-vous avec maurice chevalier n°2,,la chanson du maçon,henri betti+maurice chevalier,1954.0
366,65145,deixa-me amar,(#1.111),canção simples,tiago bettencourt,2007.0
367,488779,j-men forever,,man i wanna be,head east,1979.0
368,329882,40th annual country music association awards,,islands in the stream,barry gibb+robin gibb+maurice gibb+kenny rogers+dolly parton,2006.0
369,365312,best of cmt music awards,,tush,zz top+kix brooks+ronnie dunn,2009.0
370,692133,the work of director spike jonze,,if i only had a brain,mc 900 ft. jesus,2003.0
371,118741,idols,(#1.10),big big world,emilia mitiku+lasse andersson+titta hakala,2003.0
372,950275,,,still in love,pamela williams,0
373,901127,,,ghost walker,mishi donovan,0
374,950280,,,celebrate the child (the final word album version),michael card,0
375,948909,,,bounce,bjorn b,0
376,811027,,,how to start a band,fort knox five featuring ian svenonius & mustafa akbar,2008
377,647192,,,son of a preacher man,dusty springfield,1969
378,950301,,,new language,pursuit of happiness,0
379,142000,,,the fishin' hole (digitally remastered 93),andy griffith,0
380,933923,,,fandangueiro À luz da lua,josé cid,0
381,958500,,,love is just a dream (tatazela),johnny clegg & juluka,0
382,524336,,,charlie is my darling,the vipers skiffle group,0
383,892977,,,beautiful day (in the name of love album version),sanctus real,0
384,958527,,,baby come to me,regina belle,1989
385,920371,,,the night is young and you're so beautiful,frank sinatra,2007
386,958555,,,rock around the clock,bill haley & the comets,0
387,958557,,,main theme from total recall,orlando pops orchestra and andrew lane,0
388,557157,,,sun valley serenade: chattanooga choo choo,glenn miller orchestra,0
389,933996,,,that old black magic (2007 digital remaster) (rudy van gelder edition),ike quebec,0
390,790546,,,for the sake of the call (abbey road version),steven curtis chapman,0
391,942193,,,quelo de triana,gino d'auri,0
392,139378,,,tiger rag,preservation hall jazz band,1989
393,958579,,,killed by a god,ramin djawadi,2010
394,917624,,,gia sena ego boro,sakis rouvas,0
395,950393,,,algo pa nosotros,la barbería del sur,1998
396,352378,,,pop song,3 doors down,2002
397,942203,,,irene - a musical comedy/we're getting away with it (carmen alwarez_ janie sell_ george s.  irving_ ted pugh),debbie reynolds,0
398,917628,,,william tell overture,spike jones and his city slickers,2006
399,942205,,,little soldier,spencer day,2009
400,950398,,,you can dance the rock 'n' roll (1999 digital remaster),wizzard,0
401,942210,,,si la muerte pisa mi huerto,joan manuel serrat,1970
402,483463,,,the trolley song [from meet me in st. louis],the boston pops orchestra / john williams,0
403,827529,,,savior's day (for a time like this album version),sheila walsh,0
404,953026,,,mio fratello e' figlio unico,rino gaetano,0
405,785091,,,live good,johnny osbourne,0
406,942230,,,figments from the sky,lewis parker,2002
407,942233,,,acabado en a,el canto del loco,2008
408,893082,,,popular music social condition,the jane shermans,2008
409,599407,,,georgia on my mind,jean-michel bernard,0
410,688288,,,ode to joy from symphony no. 9 in d minor_ op. 125,philharmonia chorus,0
411,847899,,,i don't wanna hold your hand,bad apples,0
412,950436,,,on green dolphin street (1992 digital remaster),the george shearing quintet with nancy wilson,0
413,919277,,,the story,tim,0
414,958635,,,the mayor and the seizure pills,palo alto,0
415,680108,,,deidres samba (quem te viu quem te ve) (2002 digital remaster),anne-lie rydé,0
416,213167,,,ta bueno pa baila,tito puente,1992
417,938014,,,welcome,the crazy world of arthur brown,2002
418,950455,,,great escape,kevin rudolf,2008
419,690300,,,gas reprise,andi sex gang,0
420,827578,,,la magie entre nous,serge franklin,0
421,943477,,,lep kao lutka,reni,0
422,942273,,,in dis h*** (unreleased),kami kaze inc.,0
423,426181,,,estranha forma de vida,paulo gonzo,2006
424,917705,,,how come you do me?,ray brown trio,0
425,958670,,,the lonely life,chase pagan,0
426,961229,,,tell me man,charlie patton,0
427,958675,,,the word of your body (reprise),jonathan b. wright / gideon glick / brian johnson / skylar astin / john gallagher_ jr. / jonathan groff / lea michele / lilli cooper / lauren pritchard / phoebe strole / remy zaken,0
428,925909,,,detroit rock city,hayseed dixie,2003
429,950486,,,vanilla ice cream,stephen lynch,2005
430,901336,,,act together,ronnie wood,0
431,950489,,,street scene (live),ray anthony,0
432,958683,,,i remember,robert glasper,2005
433,958685,,,baby child,jimmy nelson,0
434,557279,,,we did it!,dora the explorer,0
435,704739,,,sugat ng puso,rj,0
436,942312,,,three wishes (lp version),johnny van zandt,1990
437,942317,,,yakety yak,the coasters,1958
438,57583,,,rigoletto de giuseppe verdi - e il sol dell'anima,maria callas,0
439,674370,,,will you follow me?,rob dougan,2001
440,950523,,,mother_ i thank you for the bible you gave,the louvin brothers,0
441,958717,,,do you believe in reincarnation? [the lost interview tapes - volume two] (lp version),the doors,0
442,950527,,,suite for violin and orchestra in a minor_ op. 10 (suite im alten stil) (1995 digital remaster): iii.   tempo giusto,itzhak perlman/pittsburgh symphony orchestra/andré previn,0
443,958721,,,sweet talkin' woman,electric light orchestra,1977
444,958733,,,i don't know why (i just do) (album version),chico hamilton,2008
445,934159,,,summer rain,en voice,2006
446,819472,,,street scene (music director alfred newman's movie theme from several 20th century fox film noir classics),larry vuckovich,0
447,958744,,,arcade,rob sparx,2010
448,753950,,,white boots marching in a yellow land,phil ochs,1968
449,360236,,,fire (the invisible man remix),soularis ft. denise johnson,0
450,852260,,,glória ao rei dos confins do além,os mutantes,2006
451,794920,,,kyle's mom's a bitch (lp version),south park,0
452,704811,,,babylon beast (feat. killah priest),heavyweight dub champion,0
453,958768,,,waiting for daddy / sam lowry's wetter dream 'the monoliths erupt,michael kamen,2006
454,934198,,,magic queen,gideon smith and the dixie damned,0
455,606519,,,i live not where i love,maddy prior & tim hart,1971
456,778553,,,guitar hero hero (beating guitar hero doesn't make you slash),mc lars (featuring paul gilbert and parry gripp),0
457,753978,,,once a punk_ always a punk,kill switch& klick,0
458,188732,,,roll dem bones,jazz gillum,0
459,844094,,,the gun is a coward's weapon,blue orchids,0
460,958783,,,return of / burno (album),oxford collapse,2006
461,917827,,,the little drummer boy,harry simeone chorale,0
462,24900,,,l o v e (album version),michael bublé,0
463,909638,,,carry on wayward son,critical mass,0
464,958794,,,one big love,patty griffin,1998
465,65867,,,when a man has the blues,pee wee crayton,0
466,778805,,,handel: concerto grosso op. 3 no. 1 in b-flat major / g minor: iii,academy of ancient music & richard egarr,0
467,934223,,,i'm not featuring you (unreleased manny lehman big room mix),taylor dayne,0
468,328017,,,hush little baby,daniel kobialka,0
469,926035,,,dont take my love away (al velilla's ibiza re-work),richard grey,0
470,958804,,,1913 massacre,woody guthrie & jack elliott,1992
471,827734,,,viens (les enfants cachés des compagnons de la chanson),les garçons bouchers,2002
472,909655,,,almost threw it all away (the secret of time album version),charlie peacock,0
473,336217,,,hoy quiero amarte mas,orquesta aragón,0
474,917853,,,in the land of oo blah dee,us army field band jazz ambassadors_ andy bey_ geri allen,0
475,958822,,,don't break my heart,hefner,0
476,885096,,,agony and ecstasy (leli / zimmerman / meyers),cutting edge,0
477,385387,,,everybody loves raymond,the steinways,2006
478,885106,,,wir sind echt feat. alpa gun_ mok_ bendt_ b-tight_ fuhrman,die sekte,0
479,958841,,,any pint bottle 40 cents - original,general trees,0
480,860541,,,sixteen candles,the crests,1962
481,622986,,,phat beach (i'll be ready),naughty boy,2006
482,917900,,,just what i've been looking for,the vogues,2004
483,909710,,,la vida es una moneda,juan carlos baglietto,1982
484,917908,,,it's showtime pt. 1,the mooney suzuki,0
485,959897,,,the ballad of jayne,l.a. guns,1989
486,942494,,,la chica del granizado,ibrahim ferrer,2000
487,950687,,,the black hole,misty's big adventure,2005
488,958881,,,when i fall in love,grover washington_ jr.,1994
489,926114,,,slavonic march_ op.31,los angeles philharmonic / zubin mehta,0
490,947611,,,the birth of the cool suite - interlude n.1/move/interlude n. 2,joe lovano,2006
491,803239,,,casanova's got the blues,richard clapton,1976
492,770473,,,little white lie,temposhark,2005
493,958890,,,i'm really gonna hit the ball,dora the explorer,0
494,836020,,,a marshmallow world (live) (2002 digital remaster),frank sinatra and dean martin,0
495,647607,,,ring around the rosey,old town school of folk music,0
496,868793,,,there's no business like showbusiness,ethel merman,0
497,246202,,,my head,atomic opera,0
498,26015,,,withering heights,ryan adams & the cardinals,2005
499,942525,,,sticks and stones,mitch ryder & the detroit wheels,1966
500,910290,,,just imagine i'm loving you,eddy grant,1979
501,917953,,,im gonna leave you on the outskirts of town,jazz gillum,0
502,221634,,,lang stayed away / little fishie / the night i lay awake,nancy kerr & james fagan,0
503,958928,,,hottest party in town (album version),my life with the thrill kill kult,0
504,942545,,,stay with me,michal,0
505,934358,,,desire,joan jett & the blackhearts,0
506,950743,,,take me out to the ball game,gene kelly,0
507,958936,,,life is music,ritchie family,0
508,958939,,,no explanations,new adventures,0
509,958941,,,the optimist,new young pony club,2010
510,958942,,,komm mit mir in die berge,lichtensteiner,0
511,516579,,,virgin kyle beach,high noon at salinas,0
512,950758,,,two people in the world,little anthony & the imperials,1958
